url,country,page_type,score
https://www.lg.com/au/air-conditioning/air-conditioner-buying-guide/,Australia,구매 가이드,71
https://www.lg.com/au/appliances/buying-guide/fridge-freezers/,Australia,구매 가이드,61
https://www.lg.com/au/appliances/buying-guide/fridge-freezers/feature-performance/,Australia,구매 가이드,78
https://www.lg.com/au/appliances/buying-guide/fridge-freezers/size-volume/,Australia,구매 가이드,81
https://www.lg.com/au/appliances/buying-guide/fridge-freezers/type/,Australia,구매 가이드,75
https://www.lg.com/au/appliances/buying-guide/washing-machines/,Australia,구매 가이드,61
https://www.lg.com/au/appliances/buying-guide/washing-machines/feature-performance/,Australia,구매 가이드,81
https://www.lg.com/au/appliances/buying-guide/washing-machines/size-capacity/,Australia,구매 가이드,81
https://www.lg.com/au/appliances/buying-guide/washing-machines/type/,Australia,구매 가이드,81
https://www.lg.com/au/microsite-article/ms/it/monitor/buying-guide/,Australia,구매 가이드,61
https://www.lg.com/au/nanocell-tv/buying-guide/,Australia,구매 가이드,74
https://www.lg.com/au/tv-soundbars/qned-buying-guide/,Australia,구매 가이드,74
https://www.lg.com/au/tv-soundbars/tv-buying-guide/,Australia,구매 가이드,71
https://www.lg.com/au/tv-soundbars/tv-buying-guide/lifestyle/,Australia,구매 가이드,66
https://www.lg.com/au/tv-soundbars/tv-buying-guide/tv-size/,Australia,구매 가이드,69
https://www.lg.com/au/tv-soundbars/tv-buying-guide/tv-technology/oled-vs-qned/,Australia,구매 가이드,71
https://www.lg.com/au/tv-soundbars/tv-buying-guide/tv-technology/what-is-4k-tv/,Australia,구매 가이드,74
https://www.lg.com/au/tv-soundbars/tv-buying-guide/what-is-a-smart-tv-ai-tv/,Australia,구매 가이드,71
https://www.lg.com/au/lg-experience/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/11-years-of-lg-oled-tvs/,Australia,LG Experience,80
https://www.lg.com/au/lg-experience/best-portable-party-speakers/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/air-conditioner-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/clothes-dryer-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/cordless-stick-vs-robot-vacuum/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/dishwasher-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/fridge/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/guide-to-energy-efficient-heaters-and-air-conditioners/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/heat-pump-vs-condenser-dryer/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/how-to-choose-a-cooktop/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/laptop-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/microwave-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/notebook-laptop-buying-guide/,Australia,LG Experience,80
https://www.lg.com/au/lg-experience/buying-guides/picking-top-front-load-washing-machine/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/projector-buying-guide/,Australia,LG Experience,80
https://www.lg.com/au/lg-experience/buying-guides/projector-selection-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/soundbars-for-lg-tvs/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/buying-guides/student-laptop/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/tv-buying-guide/,Australia,LG Experience,74
https://www.lg.com/au/lg-experience/buying-guides/tv-cleaning-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/tv-size-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/buying-guides/washing-machine-buying-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/changes-in-technology/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/family-movie-night-with-lg-tv/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/gaming-monitor-size-guide/,Australia,LG Experience,83
https://www.lg.com/au/lg-experience/helpful-hints/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/ai-productivity-best-ai-laptops/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/ai-tv-for-sound-and-vision/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/best-home-appliances-gifts-for-mothers-day/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/best-lg-laptop-for-writers/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/budget-friendly-monitors/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/choosing-the-best-refrigerator-for-your-kitchen/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/curved-monitor-better/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/debunking-slim-washers-capacity-truths/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/dishwasher-maintenance/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/dishwasher-ultimate-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/earth-day-at-home/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/flat-vs-curved-monitors/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/high-end-gifts-for-him/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/history-of-refrigerators/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/how-to-choose-energy-efficient-fridges/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/how-to-clean-your-fridge/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/how-to-pick-energy-efficient-washing-machine/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/induction-vs-gas-vs-electric-cooktops/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/keeping-food-fresh-eating-healthy/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/laptop-battery-health/,Australia,LG Experience,80
https://www.lg.com/au/lg-experience/helpful-hints/laptop-cybersecurity-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/laundry-tips/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/lg-screen-technology-explained/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/lg-smart-wash-spin-cycle/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/magic-remote-user-guide/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/mini-led-vs-oled/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/modern-unique-tv-design/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/monitor-types-explained/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/multitasking-using-dual-monitors/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/pro-gaming-setup/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/qned-vs-oled-tvs/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/small-living-room-ideas/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/smart-home-automation-hub-thinq/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/smart-laundry-ideas-smart-dry/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/sound-bars-explained/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/top-load-washing-machine-myths-and-truths/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/tv-screen-resolution-explained/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/vacuum-cleaner-smell-bad/,Australia,LG Experience,77
https://www.lg.com/au/lg-experience/helpful-hints/vacuum-cleaner-suction-power/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/wash-maintain-clother-tips-lg-styler/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/washing-machine-cleaning-maintenance-guide/,Australia,LG Experience,73
https://www.lg.com/au/lg-experience/helpful-hints/washtower-myths-and-truths/,Australia,LG Experience,77
